,Abiotrophia,Acidaminococcus,Acinetobacter,Actinomyces,Adlercreutzia,Aggregatibacter,Akkermansia,Alistipes,Anaerofustis,Anaeroglobus,Anaerostipes,Anaerotruncus,Atopobium,Bacillus,Bacteroidales,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Burkholderiales,Butyricicoccus,Butyricimonas,Butyrivibrio,Campylobacter,Candidatus,Cetobacterium,Citrobacter,Clostridiaceae,Clostridiales,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corynebacterium,Desulfovibrio,Dialister,Dielma,Dolosigranulum,Dorea,Dysgonomonas,Eggerthella,Eikenella,Enorma,Enterobacter,Enterococcus,Erysipelatoclostridium,Erysipelotrichaceae,Escherichia,Eubacterium,Faecalibacterium,Finegoldia,Flavonifractor,Fusobacterium,Gemella,Gordonia,Gordonibacter,Granulicatella,Haemophilus,Hafnia,Holdemania,Intestinibacter,Intestinimonas,Klebsiella,Lachnoanaerobaculum,Lachnospira,Lachnospiraceae,Lactobacillus,Lactococcus,Lautropia,Lelliottia,Leuconostoc,Megamonas,Megasphaera,Mobiluncus,Morganella,Negativicoccus,Neisseria,Odoribacter,Olsenella,Oribacterium,Oscillibacter,Oscillospiraceae,Oxalobacter,Parabacteroides,Parasutterella,Parvimonas,Pediococcus,Peptoclostridium,Peptostreptococcus,Phascolarctobacterium,Porphyromonas,Prevotella,Propionibacterium,Proteus,Providencia,Pseudoflavonifractor,Pseudomonas,Ralstonia,Raoultella,Robinsoniella,Roseburia,Rothia,Ruminococcaceae,Ruminococcus,Salmonella,Senegalimassilia,Slackia,Solobacterium,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptococcus,Subdoligranulum,Sutterella,Tannerella,Turicibacter,Tyzzerella,Veillonella
Case_5_48_month,0.0,0.0,0.0,0.0,0.0,0.0,5865.84,15893.1,0.0,0.0,2099.45,0.0,0.0,0.0,970.06,165538.65,0.0,9903.4,0.0,12640.77,0.0,0.0,0.0,0.0,0.0,76.89,0.0,0.0,1750.19,2613.13,12189.45,1055.04,1502.49,0.0,0.0,0.0,0.0,307.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.02,29581.02,1986.99,0.0,224.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697.48,0.0,0.0,0.0,4129.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.75,401.05,0.0,22402.6,0.0,0.0,0.0,0.0,0.0,0.0,3912.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6672.89,0.0,0.0,9887.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22747.18,2240.1,206.11,0.0,0.0,1376.15,0.0
Control_5_4-6_month,0.0,0.0,0.0,0.0,0.0,0.0,1709.52,41093.02,0.0,0.0,6726.4400000000005,0.0,0.0,0.0,8461.55,234436.42,7770.3,245599.47,817.5999999999999,9996.09,1438.77,0.0,215.8,0.0,0.0,6410.04,0.0,0.0,0.0,13767.57,7793.379999999999,348.94,10603.03,0.0,870.73,0.0,0.0,386.51,0.0,0.0,2178.54,0.0,2579.63,0.0,0.0,0.0,8784.42,2105.25,0.0,1294.49,18657.5,10047.72,0.0,564.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.26,1000.53,0.0,0.0,0.0,6091.6900000000005,122.85,130.75,0.0,0.0,0.0,0.0,0.0,105.02,0.0,0.0,0.0,7492.67,0.0,0.0,336.05,80.44,0.0,23053.23,1789.26,0.0,0.0,1051.32,0.0,0.0,2067.93,1774.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.86,0.0,88.2,18661.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9707.91,177.07,0.0,0.0,0.0,5551.09,198.02
Control_5_9_month,0.0,0.0,0.0,0.0,0.0,0.0,434.99,0.0,0.0,0.0,3127.95,0.0,0.0,0.0,0.0,994.96,0.0,71099.77,0.0,12883.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11108.490000000002,10433.64,0.0,10914.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13082.07,0.0,0.0,0.0,1237.54,2395.34,16984.510000000002,559.62,8750.62,4604.6,0.0,1802.32,0.0,0.0,0.0,0.0,0.0,1485.89,0.0,0.0,2563.74,4325.95,267.16,0.0,0.0,1227.19,6894.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10425.08,0.0,0.0,0.0,5201.19,0.0,0.0,2086.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7699.91,0.0,0.0,10586.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6905.56,0.0,0.0,0.0,6945.44,19034.47
Control_5_12_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25046.52,0.0,0.0,100.78,0.0,0.0,0.0,0.0,73061.84,7772.18,91.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.63,3099.77,0.0,161.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.91,0.0,4757.76,0.0,108.7,0.0,0.0,0.0,0.0,0.0,1258.56,0.0,0.0,0.0,298.69,0.0,0.0,0.0,150.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11497.33,0.0,0.0,0.0,0.0,0.0,0.0,2074.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.15,0.0,0.0,3254.4700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3826.12,395.23
Control_5_15_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12501.05,0.0,0.0,0.0,82.6,0.0,0.0,0.0,107774.25,7096.67,1684.88,0.0,2225.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3095.03,1144.88,680.54,3584.1400000000003,0.0,0.0,0.0,0.0,1602.17,0.0,0.0,0.0,0.0,1332.59,0.0,0.0,0.0,0.0,538.83,0.0,0.0,4091.07,10370.3,0.0,997.85,0.0,0.0,0.0,0.0,0.0,108.11,0.0,0.0,0.0,1011.56,0.0,0.0,0.0,304.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8209.14,0.0,0.0,220.24,457.89,0.0,11865.44,0.0,0.0,0.0,0.0,0.0,0.0,1716.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15620.31,0.0,0.0,1201.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.62,0.0,0.0,0.0,8950.14,5834.34
Control_5_18_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27587.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139769.5,7738.81,0.0,0.0,1835.91,0.0,0.0,0.0,0.0,0.0,581.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4199.18,0.0,0.0,1075.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5063.889999999999,4096.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6166.78,0.0,0.0,458.44,568.7,0.0,9151.73,0.0,0.0,0.0,0.0,0.0,0.0,1369.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.12,0.0,0.0,8893.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.35,0.0,0.0,0.0,0.0
Control_5_21_month,0.0,0.0,0.0,0.0,1278.25,0.0,2260.34,25142.31,0.0,0.0,11883.6,0.0,0.0,0.0,7148.68,106987.38,7712.34,89017.9,0.0,20783.68,0.0,0.0,0.0,0.0,0.0,3889.26,0.0,0.0,0.0,15677.429999999998,8133.34,2981.02,13638.83,0.0,8951.08,0.0,0.0,2086.67,589.89,0.0,9117.11,0.0,224.57,0.0,0.0,0.0,10758.19,1765.91,0.0,2223.31,18195.88,13299.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4169.76,1302.12,0.0,0.0,0.0,5536.39,5071.08,86.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3612.47,0.0,0.0,665.25,451.83,0.0,14551.61,0.0,0.0,0.0,0.0,0.0,0.0,1376.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12029.98,0.0,0.0,35728.23,0.0,3098.68,0.0,0.0,0.0,0.0,0.0,2809.89,444.97,0.0,0.0,0.0,125.84,0.0
Control_5_24_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26326.800000000003,0.0,0.0,2601.95,0.0,0.0,0.0,8018.3,133972.96,7189.36,1156.04,0.0,4654.139999999999,0.0,0.0,0.0,0.0,0.0,5866.69,0.0,0.0,0.0,2816.25,1515.89,0.0,0.0,0.0,3104.43,0.0,0.0,5387.85,0.0,0.0,359.39000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23968.7,10214.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.72,0.0,0.0,0.0,4519.9,0.0,0.0,0.0,2534.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6718.41,0.0,0.0,844.5,1068.89,0.0,22855.14,0.0,0.0,0.0,0.0,0.0,0.0,1836.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3508.65,0.0,0.0,17921.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.88,1826.21,0.0,0.0,98.23,0.0
Control_5_27_month,0.0,0.0,0.0,0.0,0.0,0.0,122.5,27718.45,0.0,0.0,2343.63,0.0,0.0,0.0,6481.82,122691.66,7773.78,183.61,0.0,3452.4500000000003,0.0,0.0,124.44,0.0,0.0,360.18,0.0,0.0,0.0,3551.36,731.51,0.0,0.0,0.0,3360.18,0.0,0.0,1253.33,0.0,0.0,86.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.3,18110.08,9954.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512.73,0.0,0.0,0.0,2230.14,0.0,0.0,0.0,1779.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9352.98,0.0,0.0,431.56,0.0,0.0,19696.02,96.57,0.0,0.0,0.0,0.0,0.0,1299.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.09,0.0,0.0,19161.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.42,0.0,6273.88,0.0,0.0,0.0,3739.26
Control_5_30_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35151.32,0.0,0.0,467.04,0.0,0.0,0.0,7295.7,134170.19,7771.55,2118.64,0.0,1742.14,0.0,0.0,163.49,0.0,0.0,1265.85,0.0,0.0,0.0,0.0,493.61,0.0,0.0,0.0,5605.87,0.0,0.0,5712.76,0.0,0.0,284.83000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.77,0.0,26741.39,8767.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.53,0.0,0.0,0.0,671.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8427.35,0.0,0.0,224.21,113.13,0.0,29051.05,0.0,0.0,0.0,0.0,0.0,0.0,2083.83,4381.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2062.27,0.0,0.0,7500.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.03,89.74,5817.32,0.0,0.0,79.18,0.0
Control_5_33_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.85,0.0,119826.51,0.0,2532.96,0.0,0.0,0.0,0.0,0.0,0.0,155.53,0.0,0.0,0.0,0.0,1591.77,0.0,0.0,190.95,0.0,0.0,3385.26,0.0,0.0,504.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22829.02,14776.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11339.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4393.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7615.84,0.0,0.0,6241.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.62,0.0,473.45,0.0,0.0,0.0,0.0
Control_5_36_month,0.0,0.0,0.0,0.0,0.0,0.0,6050.98,40399.4,0.0,0.0,0.0,0.0,0.0,0.0,8273.35,136615.5,7772.1,14334.99,0.0,464.99,346.63,0.0,117.4,0.0,0.0,7279.25,0.0,0.0,0.0,0.0,195.34,1124.22,2431.72,0.0,1957.53,0.0,0.0,2569.02,0.0,0.0,299.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2917.29,2806.75,3256.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.29,0.0,0.0,1477.18,1863.27,0.0,0.0,0.0,1794.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9419.59,0.0,0.0,337.64,141.98,92.39,15289.16,305.15,0.0,0.0,0.0,0.0,0.0,609.17,4378.74,0.0,0.0,0.0,95.24,0.0,0.0,0.0,0.0,1846.24,0.0,0.0,2221.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.38,2980.3,0.0,0.0,0.0,0.0
Control_5_42_month,0.0,0.0,0.0,0.0,0.0,0.0,6056.93,39718.27,0.0,0.0,0.0,0.0,0.0,0.0,8053.49,127079.51,7772.82,9075.76,0.0,125.45,234.2,0.0,0.0,0.0,0.0,7095.01,0.0,0.0,0.0,0.0,168.71,758.25,2331.17,0.0,1624.3,0.0,0.0,2028.24,0.0,0.0,127.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.53,2438.36,2989.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.59,0.0,0.0,1275.81,1513.57,0.0,0.0,0.0,1748.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9065.67,0.0,0.0,402.7000000000001,121.91,110.46,16163.84,301.1,0.0,0.0,0.0,0.0,0.0,554.54,4379.91,0.0,0.0,0.0,86.42,0.0,0.0,0.0,0.0,1447.29,0.0,0.0,2117.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.59,2599.85,0.0,0.0,0.0,0.0
Control_5_48_month,0.0,0.0,0.0,0.0,0.0,0.0,2617.96,41415.71,0.0,0.0,5139.62,0.0,0.0,0.0,8656.19,215113.02,7774.44,235376.13,1684.75,7157.49,2108.13,0.0,479.2,0.0,0.0,7244.35,0.0,0.0,0.0,11532.1,6430.04,743.37,10088.0,0.0,1617.52,0.0,100.39,909.01,0.0,0.0,3607.48,0.0,961.83,0.0,0.0,0.0,4710.07,2053.11,0.0,1048.03,18124.67,10419.29,0.0,380.92,0.0,0.0,0.0,0.0,0.0,100.37,0.0,0.0,256.54,1967.61,0.0,0.0,0.0,3977.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.81,0.0,0.0,0.0,9111.14,0.0,0.0,345.87,80.46,0.0,26184.47,2836.04,0.0,0.0,0.0,0.0,0.0,2169.92,2977.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.8,0.0,80.4,12450.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7827.53,197.24,0.0,0.0,0.0,3669.45,0.0
Case_6_4-6_month,0.0,0.0,0.0,0.0,0.0,0.0,2604.13,40896.07,0.0,0.0,9138.03,0.0,0.0,0.0,8651.64,200294.02,7772.95,234018.99,1593.73,6857.81,2003.24,0.0,437.38,0.0,0.0,7142.08,0.0,0.0,0.0,13056.63,6356.12,723.8,12403.82,0.0,1636.2599999999998,0.0,0.0,916.69,0.0,0.0,3566.64,0.0,3081.81,0.0,0.0,0.0,620.29,2344.79,0.0,1869.74,16906.86,10664.92,0.0,325.29,0.0,0.0,0.0,0.0,0.0,289.65,0.0,0.0,2690.75,1805.75,0.0,0.0,0.0,6184.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8975.53,0.0,0.0,337.62,0.0,0.0,24113.95,2709.89,0.0,0.0,94.79,0.0,0.0,2110.53,3232.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.48,0.0,78.91,12437.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13333.51,232.89,0.0,0.0,0.0,7613.39,0.0
Case_6_12_month,0.0,0.0,0.0,0.0,0.0,0.0,720.13,6320.28,0.0,0.0,4992.19,0.0,0.0,0.0,0.0,149702.48,0.0,254741.98,0.0,3115.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12118.18,16507.66,7814.23,10895.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4293.12,0.0,26587.46,0.0,0.0,0.0,932.27,2016.31,2541.83,7273.59,3215.63,943.77,0.0,852.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826.5,0.0,11573.3,0.0,0.0,2413.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.52,0.0,0.0,0.0,8370.91,0.0,0.0,1568.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7934.84,0.0,659.92,0.0,0.0,16289.28,0.0,0.0,0.0,0.0,172.61,0.0,0.0,8198.65,196.7,0.0,0.0,0.0,7614.94,29747.05
Case_6_15_month,0.0,0.0,0.0,0.0,0.0,0.0,5729.71,4391.110000000001,0.0,0.0,9184.01,0.0,123.0,0.0,0.0,140544.52,0.0,108922.75,0.0,20237.96,0.0,105.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10349.32,2766.84,6299.4,10983.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30365.98,0.0,0.0,0.0,83.19,2730.8,19099.57,0.0,15476.39,1049.39,0.0,520.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5141.59,0.0,0.0,0.0,0.0,1938.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21306.74,0.0,0.0,0.0,12373.45,0.0,0.0,3687.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.75,0.0,0.0,19378.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3175.99,1276.26,0.0,0.0,292.77,8718.65,0.0
Case_6_21_month,0.0,0.0,0.0,0.0,786.24,0.0,2701.8100000000004,4836.42,0.0,0.0,8799.75,0.0,347.24,0.0,0.0,72944.16,0.0,85937.55,0.0,21670.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15012.27,4306.55,0.0,17000.7,0.0,0.0,0.0,0.0,5269.11,0.0,0.0,0.0,0.0,19867.45,0.0,0.0,0.0,12215.96,4309.65,0.0,1274.06,27032.44,4216.91,0.0,500.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7250.460000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.86,422.05,0.0,22042.58,0.0,0.0,0.0,7042.95,0.0,0.0,3814.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.65,0.0,0.0,19854.71,0.0,0.0,0.0,0.0,858.31,0.0,0.0,5551.71,919.86,0.0,0.0,0.0,170.56,0.0
Case_6_24_month,0.0,0.0,0.0,0.0,0.0,0.0,5234.52,4847.35,0.0,0.0,8702.66,0.0,0.0,0.0,0.0,133288.14,0.0,143375.61,0.0,17271.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9657.03,6521.06,0.0,13417.36,0.0,0.0,0.0,0.0,5592.13,0.0,0.0,0.0,0.0,6570.58,0.0,0.0,0.0,335.39,3137.9,560.8,360.79,23634.45,5391.84,0.0,361.35,0.0,0.0,0.0,0.0,0.0,8738.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6972.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.72,0.0,0.0,21497.75,0.0,0.0,0.0,2304.84,0.0,0.0,3910.91,297.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7368.29,0.0,0.0,19876.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32574.13,3619.68,0.0,0.0,0.0,1404.15,0.0
Control_6_3_month,0.0,0.0,0.0,1239.48,0.0,0.0,5707.76,1554.23,0.0,0.0,0.0,0.0,80.65,0.0,0.0,101037.74,0.0,212189.59,675.1600000000001,11050.92,2532.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.69,107.6,6513.21,675.75,0.0,2686.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9397.54,0.0,0.0,0.0,6059.41,0.0,0.0,6803.03,0.0,0.0,0.0,154.02,0.0,0.0,0.0,0.0,112.36,6973.89,0.0,0.0,0.0,0.0,247.02,0.0,0.0,2124.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.08,3292.4,0.0,0.0,2908.34,0.0,0.0,10987.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.91,0.0,9952.83,535.55,0.0,0.0,0.0,163.44,0.0,0.0,3505.51,551.43,0.0,0.0,0.0,124.28,20289.55
Control_6_4-6_month,0.0,0.0,0.0,0.0,0.0,0.0,473.82,8553.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205063.94,0.0,265729.65,0.0,14465.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9099.77,2762.05,6531.28,12234.77,0.0,463.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12781.87,0.0,0.0,0.0,850.31,841.84,752.54,8541.5,7762.64,0.0,0.0,331.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.06,0.0,0.0,0.0,0.0,1076.63,0.0,14284.320000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16234.27,0.0,0.0,0.0,4247.110000000001,0.0,0.0,12018.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14840.57,530.63,0.0,0.0,0.0,0.0,0.0,0.0,3394.26,3396.34,0.0,719.44,0.0,7952.24,20569.44
Control_6_9_month,0.0,0.0,0.0,0.0,0.0,0.0,303.31,10320.43,0.0,0.0,7595.900000000001,0.0,0.0,0.0,804.06,125180.24,3137.55,243007.49,0.0,13491.97,0.0,0.0,0.0,0.0,0.0,203.37,0.0,0.0,0.0,7584.35,7777.47,0.0,4017.67,0.0,0.0,0.0,0.0,2300.54,0.0,0.0,527.05,0.0,414.29,0.0,0.0,0.0,0.0,427.6,1744.43,8819.51,6306.68,7016.35,0.0,1198.03,0.0,0.0,0.0,0.0,0.0,6431.85,0.0,0.0,237.78,0.0,0.0,0.0,0.0,6412.38,0.0,0.0,0.0,0.0,0.0,0.0,275.33,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,6161.31,0.0,0.0,0.0,937.52,0.0,0.0,1251.49,17312.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14965.52,0.0,0.0,25276.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15203.82,831.18,0.0,0.0,0.0,3918.41,1193.06
Control_6_12_month,0.0,0.0,0.0,0.0,517.54,0.0,3990.95,12479.76,0.0,0.0,5291.05,0.0,0.0,0.0,0.0,193837.73,214.2,258621.95,0.0,13227.170000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13870.479999999998,30790.34,8712.990000000002,11904.83,0.0,735.22,0.0,0.0,1113.15,0.0,0.0,7844.69,0.0,26169.64,0.0,0.0,132.61,404.73,2014.41,3928.66,7437.88,18800.98,7704.65,0.0,1487.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6316.41,0.0,10929.61,0.0,0.0,12230.9,76.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.12,213.62,0.0,6907.23,0.0,0.0,0.0,8430.75,0.0,0.0,10348.93,75.82,0.0,0.0,0.0,0.0,0.0,0.0,7441.53,0.0,5823.99,0.0,0.0,39048.02,0.0,0.0,0.0,0.0,145.5,0.0,0.0,3106.15,1172.1,0.0,0.0,0.0,3659.0,25190.48
Control_6_15_month,0.0,0.0,0.0,0.0,921.1,0.0,0.0,15242.61,0.0,0.0,5076.06,202.55,0.0,0.0,0.0,149615.13,0.0,90045.05,0.0,15885.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5991.06,12147.84,4157.860000000001,337.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6787.15,0.0,9014.55,0.0,0.0,0.0,0.0,0.0,0.0,5085.84,25934.77,5320.9800000000005,0.0,2249.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10175.9,597.23,0.0,0.0,0.0,7738.049999999999,3177.44,0.0,0.0,0.0,0.0,950.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.45,187.02,0.0,1266.73,0.0,0.0,0.0,2436.8,0.0,0.0,11868.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15796.04,0.0,0.0,36046.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19783.72,575.75,155.66,0.0,0.0,88.21,4774.22
Control_6_18_month,0.0,0.0,0.0,0.0,425.77,0.0,323.82,8410.55,0.0,0.0,14239.57,0.0,0.0,0.0,0.0,120294.92,0.0,133576.91999999998,0.0,21236.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12141.46,6609.57,0.0,0.0,1162.62,0.0,0.0,77.6,0.0,0.0,6530.93,0.0,4684.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22153.99,5569.23,0.0,0.0,0.0,0.0,0.0,76.24,0.0,0.0,0.0,0.0,13137.86,0.0,0.0,0.0,0.0,7065.29,13462.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.07,0.0,0.0,0.0,1190.94,0.0,0.0,2474.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8955.35,0.0,0.0,36764.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15648.77,618.96,0.0,0.0,0.0,92.66,0.0
